,Sequence_ids,Sequence_times,SessionTime_Reference
150,"[21, 11, 16, 63, 37]","[0.287399999999991, 0.3561000000000263, 0.257000000000005, 0.3200999999999681, 0.22910000000001673]","[455.8188, 456.1062, 456.4623, 456.71930000000003, 457.0394]"
151,"[21, 16, 66, 63, 37, 72]","[0.3698999999999728, 0.43880000000001473, 0.13690000000002556, 0.2366999999999848, 0.23959999999999582, 1.9285999999999603]","[460.0781, 460.448, 460.8868, 461.0237, 461.2604, 461.5]"
152,"[21, 11, 16, 63, 37]","[0.3094000000000392, 0.22989999999998645, 0.22169999999999845, 0.23460000000000036, 0.22710000000000719]","[463.42859999999996, 463.738, 463.9679, 464.1896, 464.4242]"
153,"[21, 16, 63, 37]","[0.369199999999978, 0.31749999999999545, 0.2533999999999992, 0.21410000000003038]","[467.0455, 467.4147, 467.7322, 467.9856]"
154,"[21, 16, 63, 37, 72]","[0.39489999999995007, 0.20570000000003574, 0.24160000000000537, 0.22359999999997626, 0.7964999999999804]","[472.2026, 472.59749999999997, 472.8032, 473.0448, 473.2684]"
155,"[21, 16, 63, 37, 72]","[0.3375000000000341, 0.21289999999999054, 0.2699000000000069, 0.2459999999999809, 1.0731000000000677]","[474.06489999999997, 474.4024, 474.6153, 474.8852, 475.1312]"
156,"[26, 61, 16, 63, 37, 72]","[0.5862999999999943, 0.488900000000001, 0.2220999999999549, 0.2498000000000502, 0.21959999999995716, 1.4296999999999684]","[476.20430000000005, 476.79060000000004, 477.27950000000004, 477.5016, 477.75140000000005, 477.971]"
157,"[21, 16, 63]","[0.841700000000003, 0.27350000000001273, 0.26240000000001373]","[479.4007, 480.2424, 480.5159]"
158,"[37, 72]","[0.22769999999997026, 1.3030999999999722]","[480.8018, 481.0295]"
159,"[21, 11, 16, 63, 37, 72]","[0.39500000000003865, 0.09420000000000073, 0.23329999999998563, 0.2636999999999716, 0.20100000000002183, 1.2714000000000283]","[482.33259999999996, 482.7276, 482.8218, 483.0551, 483.31879999999995, 483.5198]"
160,"[21, 16, 63, 37, 72]","[0.6278000000000361, 0.24879999999996016, 0.2300000000000182, 0.3038999999999987, 1.1237999999999602]","[484.7912, 485.41900000000004, 485.6678, 485.8978, 486.2017]"
161,"[21, 16, 63, 37, 72]","[0.4817000000000462, 0.2225999999999999, 0.216700000000003, 0.23749999999995453, 0.7351000000000454]","[487.3255, 487.8072, 488.0298, 488.2465, 488.484]"
162,"[21, 16, 63, 37, 72]","[0.4714999999999918, 0.20640000000003056, 0.24539999999996098, 0.21440000000001191, 1.269200000000012]","[489.2191, 489.6906, 489.89700000000005, 490.1424, 490.3568]"
163,"[21, 16, 63, 37, 72]","[0.38239999999996144, 0.252900000000011, 0.2500999999999749, 0.2178000000000111, 0.5801999999999907]","[491.62600000000003, 492.0084, 492.2613, 492.5114, 492.7292]"
164,"[21, 16, 63, 33, 37, 72]","[0.30040000000002465, 0.24359999999995807, 0.26400000000001, 0.0817000000000121, 0.2541999999999689, 0.8873000000000388]","[493.3094, 493.6098, 493.85339999999997, 494.1174, 494.1991, 494.45329999999996]"
165,"[21, 16, 63, 37, 72]","[0.3281000000000063, 0.8381999999999721, 0.26180000000005066, 0.2168999999999528, 0.6523000000000252]","[495.3406, 495.6687, 496.5069, 496.7687, 496.9856]"
166,[21],[0.3416000000000281],[497.6379]
167,"[16, 63, 37, 72]","[0.22530000000000427, 0.25010000000003174, 0.22949999999997317, 1.6854999999999905]","[497.9966, 498.2219, 498.47200000000004, 498.7015]"
168,"[21, 16, 63, 37, 72]","[0.3140000000000214, 0.2592999999999961, 0.26269999999999527, 0.2208999999999719, 1.0792999999999893]","[500.387, 500.701, 500.9603, 501.223, 501.4439]"
169,"[21, 11, 16, 63, 37, 72]","[0.297300000000007, 0.4035999999999831, 0.21570000000002665, 0.23039999999997463, 0.2866000000000213, 1.1338999999999828]","[502.5232, 502.8205, 503.22409999999996, 503.4398, 503.67019999999997, 503.9568]"
170,"[21, 16, 63, 37, 72]","[0.303100000000029, 0.2928999999999746, 0.24139999999999873, 0.22120000000001028, 0.5623000000000502]","[505.09069999999997, 505.3938, 505.6867, 505.9281, 506.1493]"
171,"[21, 16, 63, 37, 72]","[0.25799999999998136, 0.32140000000003965, 0.29589999999996053, 0.2585000000000264, 1.1295999999999253]","[506.71160000000003, 506.9696, 507.29100000000005, 507.5869, 507.84540000000004]"
172,"[21, 11, 16, 63, 33, 37, 72]","[0.2998999999999796, 0.3146000000000413, 0.2290999999999599, 0.23610000000002174, 0.07119999999997617, 0.2154000000000451, 1.2817999999999756]","[508.97499999999997, 509.27489999999995, 509.5895, 509.81859999999995, 510.05469999999997, 510.12589999999994, 510.3413]"
173,"[21, 16, 63, 37, 72]","[0.3509000000000242, 0.2308999999999628, 0.24329999999997654, 0.20850000000007185, 1.1152000000000726]","[511.62309999999997, 511.974, 512.2049, 512.4481999999999, 512.6567]"
174,"[21, 16, 63, 33, 37, 72]","[0.380800000000022, 0.26309999999989486, 0.2440000000000282, 0.10160000000007585, 0.22709999999995034, 1.6105999999999767]","[513.7719000000001, 514.1527000000001, 514.4158, 514.6598, 514.7614000000001, 514.9885]"
175,"[21, 16]","[0.3770999999999276, 0.36990000000002965]","[516.5991, 516.9762]"
176,"[63, 37, 72]","[0.24080000000003565, 0.22239999999999327, 1.1673000000000684]","[517.3923, 517.6331, 517.8555]"
177,"[21, 16, 63, 37, 72]","[0.30299999999999727, 0.25879999999995107, 0.26510000000007494, 0.19729999999992742, 1.2152999999999565]","[519.0228000000001, 519.3258000000001, 519.5846, 519.8497000000001, 520.047]"
178,"[21, 16, 63, 37, 72]","[0.34019999999998163, 0.5098000000000411, 0.25119999999992615, 0.27319999999997435, 1.0757000000000971]","[521.2623, 521.6025, 522.1123, 522.3634999999999, 522.6366999999999]"
179,"[21, 11, 16, 63, 37, 72]","[0.31569999999999254, 0.47849999999994, 0.2477000000000089, 0.21690000000000964, 0.23239999999998417, 0.8885000000000218]","[523.7124, 524.0281, 524.5065999999999, 524.7543, 524.9712, 525.2035999999999]"
180,"[21, 16, 63, 33, 37, 72]","[0.31929999999999836, 0.28890000000001237, 0.21810000000004948, 0.08719999999993888, 0.22230000000001837, 1.1624000000000478]","[526.0921, 526.4114, 526.7003, 526.9184, 527.0056, 527.2279]"
181,"[21, 16, 63, 37, 72]","[0.26080000000001746, 0.26729999999997744, 0.2277000000000271, 0.22860000000002856, 1.2399999999998954]","[528.3903, 528.6511, 528.9184, 529.1461, 529.3747000000001]"
182,"[21, 16, 63, 33, 37, 72]","[0.29570000000001073, 0.23910000000000764, 0.2316000000000713, 0.1574999999999136, 0.21510000000000673, 1.4800000000000182]","[530.6147, 530.9104, 531.1495, 531.3811000000001, 531.5386, 531.7537]"
183,"[23, 32]","[1.1733000000000402, 0.5824999999999818]","[533.2337, 534.407]"
184,"[21, 16, 63, 37, 72]","[0.2946000000000595, 0.2140999999999167, 0.24940000000003693, 0.21010000000001128, 1.2457999999999174]","[534.9895, 535.2841000000001, 535.4982, 535.7476, 535.9577]"
185,"[21, 16, 63, 37, 72]","[0.286200000000008, 0.23959999999999582, 0.2807000000000244, 0.2968999999999369, 0.6888999999999896]","[537.2035, 537.4897, 537.7293, 538.01, 538.3068999999999]"
186,"[21, 16, 63, 37, 72]","[0.2722000000001117, 0.23279999999999745, 0.23749999999995453, 0.21929999999997563, 1.0877000000000407]","[538.9957999999999, 539.268, 539.5008, 539.7383, 539.9576]"
187,"[21, 16, 63, 37, 72]","[0.33400000000006, 0.2839999999999918, 0.22879999999997835, 0.24259999999992488, 1.8045000000000755]","[541.0453, 541.3793000000001, 541.6633, 541.8921, 542.1347]"
188,"[21, 16, 63, 37, 72]","[0.3482000000000198, 0.2921999999999798, 0.21019999999998618, 0.2545000000000073, 0.5636999999999261]","[543.9392, 544.2874, 544.5796, 544.7898, 545.0443]"
189,"[21, 16, 66, 63, 37, 72]","[0.3061999999999898, 0.47050000000001546, 0.05190000000004602, 0.19279999999992015, 0.24060000000008586, 1.171199999999999]","[545.608, 545.9141999999999, 546.3847, 546.4366, 546.6293999999999, 546.87]"
190,"[21, 16, 63, 37, 72]","[0.28540000000009513, 0.21259999999995216, 0.33209999999996853, 0.2218000000000302, 1.22199999999998]","[548.0412, 548.3266000000001, 548.5392, 548.8713, 549.0931]"
191,"[21, 16, 63, 33, 37, 72]","[0.292699999999968, 0.23230000000000928, 0.3446999999999889, 0.06629999999995562, 0.21600000000000819, 1.1363000000000056]","[550.3151, 550.6078, 550.8401, 551.1848, 551.2511, 551.4671]"
192,"[21, 16, 63, 37, 72]","[0.314200000000028, 0.2118000000000393, 0.23680000000001655, 0.2358999999999014, 1.3313000000000557]","[552.6034, 552.9176, 553.1294, 553.3662, 553.6021]"
193,"[21, 16, 63, 33, 37, 72]","[0.33539999999993597, 0.24090000000001055, 0.21490000000005693, 0.07399999999995543, 0.2136000000000422, 1.0460000000000491]","[554.9334, 555.2687999999999, 555.5097, 555.7246, 555.7986, 556.0122]"
194,"[21, 16, 63, 37, 72]","[0.31119999999998527, 0.22460000000000946, 0.25530000000003383, 0.19519999999999982, 1.2959999999999354]","[557.0582, 557.3694, 557.594, 557.8493000000001, 558.0445000000001]"
195,"[21, 16, 63, 37, 72]","[0.3451999999999771, 0.2499000000000251, 0.2216999999999416, 0.253400000000056, 1.8496999999999844]","[559.3405, 559.6857, 559.9356, 560.1573, 560.4107]"
196,"[26, 63, 37, 72]","[0.9121999999999844, 0.25289999999995416, 0.2742000000000644, 0.5295999999999594]","[562.2604, 563.1726, 563.4254999999999, 563.6997]"
197,"[21, 16, 63, 37, 72]","[0.3584999999999354, 0.2782000000000835, 0.24989999999991142, 0.219600000000014, 1.1837000000000444]","[564.2293, 564.5877999999999, 564.866, 565.1158999999999, 565.3354999999999]"
198,"[21, 16, 63, 37, 72]","[0.33569999999997435, 0.240099999999984, 0.24049999999999727, 0.21510000000000673, 0.7798999999999978]","[566.5192, 566.8548999999999, 567.0949999999999, 567.3354999999999, 567.5505999999999]"
199,"[21, 16, 63, 37, 73, 33, 32]","[0.31150000000002365, 0.3974000000000615, 0.217899999999986, 0.23820000000000618, 0.5142000000000735, 0.12079999999991742, 0.2825000000000273]","[568.3304999999999, 568.6419999999999, 569.0394, 569.2573, 569.4955, 570.0097000000001, 570.1305]"
200,"[26, 66, 62]","[0.540300000000002, 0.10559999999998126, 0.3824000000000751]","[570.413, 570.9533, 571.0589]"
201,"[21, 16, 63, 37, 72]","[0.31899999999996, 0.22889999999995325, 0.2636000000001104, 0.21079999999994925, 0.9805999999999813]","[571.4413000000001, 571.7603, 571.9892, 572.2528000000001, 572.4636]"
202,"[21, 16, 66, 63, 37, 72]","[0.31769999999994525, 0.23929999999995744, 0.23959999999999582, 0.27070000000003347, 0.27880000000004657, 1.4612000000000762]","[573.4442, 573.7619, 574.0011999999999, 574.2407999999999, 574.5115, 574.7903]"
203,"[21, 16, 63, 37, 72]","[0.30359999999996035, 0.245900000000006, 0.24440000000004147, 0.22129999999992833, 1.083599999999933]","[576.2515000000001, 576.5551, 576.801, 577.0454000000001, 577.2667]"
204,"[21, 16, 63, 37, 72]","[0.29719999999997526, 0.33749999999997726, 0.24020000000007258, 0.2238999999999578, 1.001800000000003]","[578.3503, 578.6474999999999, 578.9849999999999, 579.2252, 579.4490999999999]"
205,"[21, 11, 16, 63, 37]","[0.26340000000004693, 0.06179999999994834, 0.29500000000007276, 0.24699999999995725, 0.20450000000005275]","[580.4508999999999, 580.7143, 580.7760999999999, 581.0711, 581.3181]"
206,"[21, 16, 63, 37, 72]","[0.36979999999994106, 0.23460000000000036, 0.24350000000004002, 0.2280999999999267, 0.6088000000000875]","[583.5644000000001, 583.9342, 584.1688, 584.4123000000001, 584.6404]"
207,"[21, 16, 63, 37, 72]","[0.26569999999992433, 0.2459999999999809, 0.2398000000000593, 0.23649999999997817, 0.9940999999998894]","[585.2492000000001, 585.5149, 585.7609, 586.0007, 586.2372]"
208,"[21, 16, 63, 37, 72]","[0.31360000000006494, 0.27909999999997126, 0.24159999999994852, 0.2419000000001006, 1.0178000000000793]","[587.2312999999999, 587.5449, 587.824, 588.0655999999999, 588.3075]"
209,"[21, 16, 63, 37, 72]","[0.27080000000000837, 0.3080999999999676, 0.24959999999998672, 0.3124000000000251, 1.1646999999999252]","[589.3253000000001, 589.5961000000001, 589.9042000000001, 590.1538, 590.4662000000001]"
210,"[27, 72]","[0.40399999999999636, 0.5094000000000278]","[591.6309, 592.0349]"
211,"[21, 16, 63, 37, 72]","[0.3205000000000382, 0.20559999999989031, 0.23450000000002547, 0.2216000000000804, 1.3266999999999598]","[592.5443, 592.8648000000001, 593.0704, 593.3049, 593.5265]"
212,"[21, 16, 63, 37, 72]","[0.3686000000000149, 0.20899999999994634, 0.2457000000000562, 0.2175999999999476, 0.8988000000000511]","[594.8532, 595.2218, 595.4308, 595.6765, 595.8941]"
213,[22],[0.07349999999996726],[596.7929]
214,"[21, 16, 63, 37, 72]","[0.3242999999999938, 0.2077000000000453, 0.2197999999999638, 0.2296999999999798, 1.0482000000000653]","[596.8664, 597.1907, 597.3984, 597.6182, 597.8479]"
215,[22],[0.08820000000002892],[598.8961]
216,"[21, 16, 66, 63, 37, 72]","[0.26089999999999236, 0.23069999999995616, 0.15350000000000819, 0.3087000000000444, 0.21429999999998017, 1.3824999999999363]","[598.9843000000001, 599.2452000000001, 599.4759, 599.6294, 599.9381000000001, 600.1524000000001]"
217,"[21, 16, 63, 37, 72]","[0.3795000000000073, 0.19309999999995853, 0.24080000000003565, 0.2220999999999549, 1.4575000000000955]","[601.5349, 601.9144, 602.1075, 602.3483, 602.5704]"
218,"[26, 61, 16, 63, 37, 72]","[0.5980999999999312, 0.35779999999999745, 0.2844000000000051, 0.26530000000002474, 0.20129999999994652, 1.356300000000033]","[604.0279, 604.626, 604.9838, 605.2682, 605.5335, 605.7348]"
219,"[26, 61, 16, 63, 37, 72]","[0.5992999999999711, 0.24139999999999873, 0.25100000000009004, 0.21199999999998909, 0.21649999999999636, 0.7583999999999378]","[607.0911, 607.6904, 607.9318, 608.1828, 608.3948, 608.6113]"
220,"[26, 63, 37, 72]","[0.5554999999999382, 0.2881000000000995, 0.31159999999999854, 0.2905999999999267]","[609.3697, 609.9251999999999, 610.2133, 610.5249]"
221,"[26, 62]","[0.6126000000000431, 0.6525000000000318]","[610.8154999999999, 611.4281]"
222,"[21, 16, 63, 37, 72]","[0.3302999999999656, 0.2402999999999338, 0.2479000000000724, 0.3160000000000309, 0.9805000000000064]","[612.0806, 612.4109, 612.6511999999999, 612.8991, 613.2151]"
223,"[21, 16, 63, 37, 72]","[0.34969999999998436, 0.26340000000004693, 0.26940000000001874, 0.21420000000000528, 1.2879999999998972]","[614.1956, 614.5453, 614.8087, 615.0781000000001, 615.2923000000001]"
224,"[21, 11, 16]","[0.3283000000000129, 0.3969000000000733, 0.21669999999994616]","[616.5803, 616.9086, 617.3055]"
225,"[63, 37, 72]","[0.22879999999997835, 0.2014000000000351, 1.0440000000000964]","[617.5716, 617.8004, 618.0018]"
226,"[21, 16, 63, 33, 37, 72]","[0.3990999999999758, 0.21719999999993433, 0.2379000000000815, 0.13619999999991705, 0.20699999999999363, 1.114500000000021]","[619.0458000000001, 619.4449000000001, 619.6621, 619.9000000000001, 620.0362, 620.2432]"
227,"[21, 16, 63, 37, 72]","[0.29100000000005366, 0.23929999999995744, 0.2440000000000282, 0.22129999999992833, 1.005899999999997]","[621.3577, 621.6487000000001, 621.888, 622.1320000000001, 622.3533]"
228,"[21, 16, 63, 37, 72]","[0.27330000000006294, 0.25279999999997926, 0.2033999999999878, 0.23890000000005784, 1.6244999999998981]","[623.3592, 623.6325, 623.8853, 624.0887, 624.3276000000001]"
229,"[21, 16, 63, 37, 72]","[0.376700000000028, 0.34010000000000673, 0.25270000000000437, 0.2884999999999991, 1.603800000000092]","[625.9521, 626.3288, 626.6689, 626.9216, 627.2101]"
230,"[21, 16, 63, 37, 72]","[0.348700000000008, 0.23839999999995598, 0.21079999999994925, 0.2336999999999989, 0.6704999999999472]","[628.8139000000001, 629.1626000000001, 629.4010000000001, 629.6118, 629.8455]"
231,"[21, 16, 63, 37, 72]","[0.6118999999999915, 0.1893000000000029, 0.2197999999999638, 0.2177000000000362, 1.1838999999999942]","[630.516, 631.1279, 631.3172, 631.5369999999999, 631.7547]"
232,"[26, 62]","[0.5587000000000444, 0.48109999999996944]","[632.9386, 633.4973]"
233,"[21, 16, 63, 37, 72]","[0.3369000000000142, 0.20690000000001874, 0.2604999999999791, 0.2699999999999818, 1.4862000000000535]","[633.9784, 634.3153, 634.5222, 634.7827, 635.0527]"
234,"[21, 16, 63, 37]","[0.3289999999999509, 0.24500000000000455, 0.24520000000006803, 0.20849999999995816]","[636.5389, 636.8679, 637.1129, 637.3581]"
235,"[21, 16, 66, 63, 37]","[0.39570000000003347, 0.2077999999999065, 0.13040000000000873, 0.22310000000004493, 0.21929999999997563]","[640.0424, 640.4381000000001, 640.6459, 640.7763, 640.9994]"
236,"[21, 16, 63, 37]","[0.47129999999992833, 0.29320000000006985, 0.20529999999996562, 0.22900000000004184]","[643.3923, 643.8635999999999, 644.1568, 644.3620999999999]"
237,"[26, 61, 16, 63, 37, 72]","[0.7133999999999787, 0.2902000000000271, 0.22709999999995034, 0.211400000000026, 0.22140000000001692, 1.9647999999999683]","[646.6918000000001, 647.4052, 647.6954000000001, 647.9225, 648.1339, 648.3553]"
238,"[21, 11, 16, 63, 37, 72]","[1.274499999999989, 0.05679999999995289, 0.31140000000004875, 0.22329999999999472, 0.2887999999999238, 1.567600000000084]","[650.3201, 651.5946, 651.6514, 651.9628, 652.1861, 652.4748999999999]"
239,"[21, 11, 16, 63, 33, 37, 72]","[0.47119999999995343, 0.13549999999997908, 0.25920000000007803, 0.195699999999988, 0.08029999999996562, 0.20820000000003347, 0.8946999999999434]","[654.0425, 654.5137, 654.6492, 654.9084, 655.1041, 655.1844, 655.3926]"
240,"[26, 62]","[0.5972000000000435, 0.47249999999996817]","[656.2873, 656.8845]"
241,"[26, 61, 16, 63, 37, 72]","[0.5251999999999271, 0.4453000000000884, 0.30979999999999563, 0.2380999999999176, 0.2036000000000513, 0.7012000000000853]","[657.357, 657.8821999999999, 658.3275, 658.6373, 658.8753999999999, 659.079]"
242,"[21, 16, 63, 33, 37, 72]","[0.3041999999999234, 0.23599999999999, 0.2297000000000935, 0.13889999999992142, 0.25480000000004566, 1.0767000000000735]","[659.7802, 660.0844, 660.3204, 660.5501, 660.689, 660.9438]"
243,"[21, 16, 63, 37, 72]","[0.3163999999999305, 0.2765000000000555, 0.2606999999999289, 0.22520000000008622, 0.6004999999998972]","[662.0205000000001, 662.3369, 662.6134000000001, 662.8741, 663.0993000000001]"
244,"[21, 16, 66, 63, 37, 72]","[0.26700000000005275, 0.3382000000000289, 0.05649999999991451, 0.21260000000006585, 0.22829999999999018, 0.6511999999999034]","[663.6998, 663.9668, 664.3050000000001, 664.3615, 664.5741, 664.8024]"
245,[21],[0.24940000000003693],[665.4535999999999]
246,"[16, 63, 37, 72]","[0.22739999999998872, 0.23610000000007858, 0.23130000000003292, 0.9854999999998881]","[665.7475999999999, 665.9749999999999, 666.2111, 666.4424]"
247,"[21, 16, 63, 37, 72]","[0.2662000000000262, 0.48599999999999, 0.2477999999999838, 0.22110000000009222, 0.6770000000000209]","[667.4278999999999, 667.6940999999999, 668.1800999999999, 668.4278999999999, 668.649]"
248,"[21, 16, 63, 37, 72]","[0.3285000000000764, 0.231899999999996, 0.2459999999999809, 0.2157999999999447, 1.1427999999999656]","[669.326, 669.6545000000001, 669.8864000000001, 670.1324000000001, 670.3482]"
249,"[21, 16, 63, 37, 72]","[0.2925000000000182, 0.268799999999942, 0.2237999999999829, 0.20249999999998636, 1.2626999999999953]","[671.491, 671.7835, 672.0523, 672.2760999999999, 672.4785999999999]"
250,"[21, 16, 63, 37, 72]","[0.46450000000004366, 0.2478999999999587, 0.24110000000007403, 0.21489999999994325, 1.065900000000056]","[673.7412999999999, 674.2058, 674.4536999999999, 674.6948, 674.9096999999999]"
